budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
50000000, 18|  Drama|  53|  Thriller|  80|  Crime,0,11615, 378|  prison|  736|  journalist|  1556|  texas|  1992|  professor|  2122|  death penalty|  2501|  death row|  4434|  interview|  9826|  murder|  12193|  reporter|  174420|  intern|  197521|  innocent|  208647|  activist,en,The Life of David Gale,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,22.442241, Mikona Productions GmbH & Co. KG|  24|  Universal Pictures|  33|  Intermedia Films|  763|  Saturn Films|  831|  Dirty Hands Productions|  81128,21-02-2003,38955598,130, en|  English|  es|  Espa\u00f1ol,Released,The crime is clear. The truth is not.,The Life of David Gale,7.3,480
40000000, 35|  Comedy|  28|  Action,0,13498,0,en,Man of the House,Texas Ranger Roland Sharp is assigned to protect the only witnesses to the murder of a key figure in the prosecution of a drug kingpin -- a group of University of Texas cheerleaders. Sharp must now go undercover as an assistant cheerleading coach and move in with the young women.,6.004422, Revolution Studios|  497|  Bel Air Entertainment|  788,25-02-2005,0,100, en|  English,Released,Protecting witnesses is a challenge. Living with them is impossible.,Man of the House,5.4,120
50000000, 28|  Action|  80|  Crime|  18|  Drama|  9648|  Mystery|  53|  Thriller,0,241554, 2708|  hitman|  9748|  revenge|  9826|  murder|  10562|  on the run|  11578|  mobster,en,Run All Night,Brooklyn mobster and prolific hit man Jimmy Conlon has seen better days. Longtime best friend of a mob boss| Jimmy is haunted by the sins of his past—as well as a dogged police detective who’s been one step behind Jimmy for 30 years. But when Jimmy’s estranged son becomes a target| Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. Now| with nowhere safe to turn| Jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right.,74.64653, Vertigo Entertainment|  829|  Energy Entertainment|  18617|  RatPac-Dune Entertainment|  41624,11-03-2015,71561644,114, en|  English,Released,No sin goes unpunished,Run All Night,6.3,1148
51500000, 53|  Thriller|  80|  Crime|  9648|  Mystery,http://www.focusfeatures.com/easternpromises/,2252, 212|  london england|  237|  gay|  255|  male nudity|  293|  female nudity|  494|  father son relationship|  572|  sex|  931|  jealousy|  1449|  underworld|  1568|  undercover|  2708|  hitman|  2808|  russian|  2913|  diary|  6019|  human trafficking|  6472|  midwife|  9826|  murder|  10707|  mother daughter relationship|  13014|  orphan|  13142|  gangster|  14735|  motorcycle|  173502|  bathhouse,en,Eastern Promises,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,35.481169, BBC Films|  288|  Serendipity Point Films|  805|  T\u00e9l\u00e9film Canada|  806|  Astral Media|  2743|  Scion Films|  7419|  Focus Features|  10146|  Corus Entertainment|  11550|  Shine Pictures|  16880|  Kudos Film and Television|  20244,14-09-2007,55112356,100, en|  English|  ru|  P\u0443\u0441\u0441\u043a\u0438\u0439|  tr|  T\u00fcrk\u00e7e|  uk|  \u0423\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0438\u0439|  ur|  \u0627\u0631\u062f\u0648,Released,Every sin leaves a mark.,Eastern Promises,7.2,848
50000000, 28|  Action|  53|  Thriller|  12|  Adventure|  80|  Crime,0,11968, 269|  diving|  2150|  cocaine|  2580|  shipwreck|  3180|  sailing|  3800|  airplane|  9504|  wrack,en,Into the Blue,When they take some friends on an extreme sport adventure| the last thing Jared and Sam expect to see below the shark-infested waters is a legendary pirate ship rumored to contain millions of dollars in gold. But their good fortune is short-lived| as a ruthless gang of criminals gets word of what they have uncovered.,14.723467, Columbia Pictures Corporation|  441|  Mandalay Pictures|  551|  Metro-Goldwyn-Mayer (MGM)|  8411,30-09-2005,44434439,110, en|  English,Released,Treasure has its price.,Into the Blue,5.8,458
60000000, 12|  Adventure|  18|  Drama|  28|  Action|  36|  History|  10752|  War,0,10047, 222|  schizophrenia|  254|  france|  570|  rape|  4063|  siege|  5565|  biography|  8698|  orl\u00e9ans|  8700|  charles vii.|  190532|  false history|  190855|  joan of arc|  198225|  religious delusions,fr,Joan of Arc,In 1429 a teenage girl from a remote French village stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's dimished kingdom - through her amazing victories until her violent and untimely death.,21.084542, Columbia Pictures|  5|  Gaumont|  9,18-10-1999,66976317,148, en|  English|  la|  Latin,Released,0,The Messenger: The Story of Joan of Arc,6.2,367
49900000, 35|  Comedy,http://www.yourhighnessmovie.net/,38319, 1930|  kidnapping|  2052|  traitor|  2389|  virgin|  3071|  prince|  7376|  princess|  9748|  revenge|  10166|  minotaur|  10466|  knight|  12554|  dragon|  13027|  wedding|  13084|  king|  234213|  sword and sorcery,en,Your Highness,A fantasy movie about an arrogant| lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.,21.408222, Universal Pictures|  33|  Stuber Productions|  4403,08-04-2011,26121638,102, en|  English,Released,Get your quest on.,Your Highness,5.2,501
50000000, 18|  Drama|  53|  Thriller|  9648|  Mystery,0,69668, 15235|  house fire|  186694|  extension ladder|  186695|  last day on job,en,Dream House,Publisher| Will Atenton quits a lucrative job in New York to relocate his wife| Libby and their daughters to a quaint town in New England. However| as they settle into their home the Atentons discover that a woman and her children were murdered there| and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family| Will pieces together a horrifying chain of events.,19.267479, Cliffjack Motion Pictures|  8430|  Morgan Creek Productions|  10210,30-09-2011,38502340,84, en|  English,Released,Once upon a time| there were two little girls who lived in a house.,Dream House,5.8,391
50000000, 28|  Action|  18|  Drama|  53|  Thriller,0,9770, 736|  journalist|  2598|  museum|  3051|  hostage drama|  10183|  independent film,en,Mad City,A misguided museum guard who loses his job and then tries to get it back at gunpoint is thrown into the fierce world of ratings-driven TV gone mad.,3.314004, Warner Bros.|  6194|  Arnold Kopelson Productions|  16775,07-11-1997,10541523,114, en|  English,Released,One man will make a mistake. The other will make it a spectacle.,Mad City,5.9,81
50000000, 28|  Action|  12|  Adventure|  35|  Comedy|  10751|  Family,0,11212, 1009|  baby|  160488|  hoodlum|  196581|  lost child,en,Baby's Day Out,Baby Bink couldn't ask for more; he has adoring (if somewhat sickly-sweet) parents| he lives in a huge mansion| and he's just about to appear in the social pages of the paper. Unfortunately| not everyone in the world is as nice as Baby Bink's parents; especially the three enterprising kidnapers who pretend to be photographers from the newspaper. Successfully kidnaping Baby Bink| they have a harder time keeping hold of the rascal| who not only keeps one step ahead of them| but seems to be more than a little bit smarter than the three bumbling criminals.,21.312186, Twentieth Century Fox Film Corporation|  306,01-07-1994,16671505,99, en|  English|  fr|  Fran\u00e7ais|  de|  Deutsch,Released,No bib. No crib. No problem.,Baby's Day Out,5.8,274
50000000, 18|  Drama|  36|  History|  10749|  Romance,0,10533, 818|  based on novel|  2871|  burning of witches|  10223|  puritan|  13149|  pregnancy|  15060|  period drama|  34094|  extramarital affair,en,The Scarlet Letter,Set in puritanical Boston in the mid 1600s| the story of seamstress Hester Prynne| who is outcast after she becomes pregnant by a respected reverend. She refuses to divulge the name of the father| is convicted of adultery and forced to wear a scarlet A until an Indian attack unites the Puritans and leads to a reevaluation of their laws and morals.,7.44268, Hollywood Pictures|  915|  Cinergi Pictures Entertainment|  1504,13-10-1995,10382407,135, en|  English,Released,When intimacy is forbidden and passion is a sin| love is the most defiant crime of all.,The Scarlet Letter,5.5,108
22000000, 18|  Drama|  53|  Thriller,http://www.fairgame-movie.com/,38363, 591|  cia|  3617|  nuclear scientist|  5939|  iraq|  6083|  politician|  179431|  duringcreditsstinger,en,Fair Game,Wife and mother Valerie Plame (Naomi Watts) has a double life as a CIA operative| hiding her vocation from family and friends. Her husband| Joseph Wilson (Sean Penn)| writes a controversial article in The New York Times| refuting stories about the sale of enriched uranium to Iraq| Then Valerie's secret work and identity is leaked to the press. With her cover blown and other people endangered| Valerie's career and personal life begin to unravel.,12.54949, River Road Entertainment|  1246|  Participant Media|  6735,20-05-2010,24188922,108, en|  English,Released,Wife. Mother. Spy.,Fair Game,6.5,235
50000000, 28|  Action|  80|  Crime,0,9923, 801|  bounty hunter|  1812|  fbi|  6110|  weapon|  184989|  spectacle,en,Domino,The daughter of actor| Laurence Harvey turns away from her career as a Ford model to become a bounty hunter.,18.394571, New Line Cinema|  12|  Davis-Films|  342|  Metropolitan Filmexport|  656|  Scott Free Productions|  1645|  Domino 17521|  56181,22-09-2005,22944502,127, en|  English|  pl|  Polski,Released,Heads You Live... Tails You Die.,Domino,6,444
50000000, 28|  Action|  53|  Thriller|  9648|  Mystery|  10749|  Romance,0,11863, 550|  callgirl|  582|  san francisco|  5340|  investigation|  9826|  murder,en,Jade,Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor| an old lover of the law man emerges as a prime suspect and he has to deal with his personal feelings as well as the case.,8.189406, Paramount Pictures|  4,13-10-1995,9851610,95, en|  English,Released,Some fantasies go too far.,Jade,5.2,44
50000000, 28|  Action|  53|  Thriller|  878|  Science Fiction,http://gamerthemovie.com,18501, 4565|  dystopia|  9678|  mind control|  10176|  gun battle|  12662|  wrongful imprisonment|  162988|  dystopic future|  171989|  wrongful conviction|  192210|  online gaming,en,Gamer,Mind-control technology has taken society by a storm| a multiplayer on-line game called Slayers allows players to control human prisoners in mass-scale. Simon (Lerman) controls Kable (Butler)| the online champion of the game. Kable's ultimate challenge becomes regaining his identity and independence by defeating the game's mastermind (Hall).,27.631262, Lakeshore Entertainment|  126|  Lionsgate|  1632,03-09-2009,40828540,95, en|  English,Released,In the near future| you don't live to play... you'll play to live.,Gamer,5.6,760
60000000, 14|  Fantasy|  18|  Drama|  10749|  Romance,0,109491, 393|  civil war|  531|  southern usa|  2343|  magic|  3760|  light|  33783|  dark|  165299|  class prejudice|  219800|  casters|  223438|  based on young adult novel,en,Beautiful Creatures,Ethan Wate just wants to get to know Lena Duchannes better| but unbeknownst to him| Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate| to be good or evil.  A choice which will impact her relationship forever.,40.721373, Alcon Entertainment|  1088|  Warner Bros.|  6194|  Belle Pictures|  32184|  3 Arts Entertainment|  36390,13-02-2013,60052138,124, en|  English,Released,Dark secrets will come to light.,Beautiful Creatures,5.6,984
55000000, 35|  Comedy|  80|  Crime|  18|  Drama|  53|  Thriller,0,9275, 417|  corruption|  2248|  moderator|  2571|  tv show|  3836|  success|  8442|  irish mob|  179431|  duringcreditsstinger,en,Death to Smoochy,Tells the story of Rainbow Randolph| the corrupt| costumed star of a popular children's TV show| who is fired over a bribery scandal and replaced by squeaky-clean Smoochy| a puffy fuscia rhinoceros. As Smoochy catapults to fame - scoring hit ratings and the affections of a network executive - Randolph makes the unsuspecting rhino the target of his numerous outrageous attempts to exact revenge and reclaim his status as America's sweetheart.,11.329727, Senator Film Produktion|  191|  Mad Chance|  1757|  Warner Bros.|  6194|  Filmfour|  6705,28-03-2002,0,109, en|  English,Released,Get ready for an unexpected hit.,Death to Smoochy,5.9,132
50000000, 35|  Comedy,http://www.zoolander.com/,329833, 6241|  stupidity|  9663|  sequel|  15479|  fashion|  167193|  male model|  167200|  fashion model|  173242|  modeling,en,Zoolander 2,Derek and Hansel are modelling again when an opposing company attempts to take them out from the business.,37.253774, Scott Rudin Productions|  258|  Red Hour Films|  12178,06-02-2016,55969000,100, en|  English,Released,Long time no Z,Zoolander 2,4.7,797
